origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes,genero
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2015,304195,male
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2015,197063,male
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2015,5600,male
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2015,9469,male
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2015,64524,male
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2015,108622,male
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2015,512709,male
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2020,2491285,male
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2020,620870,male
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2020,342176,male
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2020,33992,male
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2020,9232,male
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2020,0,male
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2020,4400,male
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2020,793,male
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2020,32034,male
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2020,10713,male
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2020,165,male
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2020,10077,male
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2020,3756,male
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2020,63459,male
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2020,34,male
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2020,0,male
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2020,0,male
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2020,2061,male
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2020,197,male
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2020,210433,male
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2020,810637,male
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2020,180455,male
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2020,3564,male
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2020,318398,male
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2020,0,male
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2020,1364,male
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2020,0,male
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2020,0,male
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2020,2628,male
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2020,1080,male
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2020,174,male
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2020,4939,male
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2020,27773,male
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2020,164,male
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2020,0,male
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2020,0,male
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2020,1762,male
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2020,6,male
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2020,714248,male
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2020,73970,male
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2020,193678,male
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2020,721,male
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2020,26030,male
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2020,3130,male
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2020,5822,male
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2020,31504,male
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2020,10850,male
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2020,581771,male
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2020,10888,male
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2020,10250,male
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2020,15315,male
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2020,45828,male
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2020,11,male
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2020,620,male
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2020,455,male
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2020,14785,male
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2020,888,male
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2020,852666,male
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2020,106689,male
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2020,7288,male
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2020,175379,male
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2020,40986,male
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2020,19,male
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2020,14064,male
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2020,3229,male
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2020,48996,male
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2020,9130,male
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2020,17068,male
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2020,45616,male
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2020,34578,male
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2020,34337,male
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2020,1810,male
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2020,349,male
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2020,4875,male
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2020,9027,male
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2020,5534,male
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2020,3422,male
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2020,79009,male
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2020,33893,male
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2020,1318,male
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2020,3577848,male
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2020,1235,male
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2020,5508,male
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2020,786,male
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2020,2237,male
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2020,7688,male
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2020,766,male
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2020,1344,male
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2020,4298,male
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2020,13215,male
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2020,5141,male
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2020,239,male
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2020,3443,male
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2020,3022,male
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2020,1047,male
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2020,12,male
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2020,0,male
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2020,59,male
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2020,0,male
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2020,11,male
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2020,247462,male
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2020,53332,male
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2020,77,male
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2020,7676,male
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2020,90105,male
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2020,2095763,male
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2020,5733,male
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2020,0,male
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2020,5376,male
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2020,11,male
Central America,-86.0,15.0,Central Asia,63.0,48.0,2020,0,male
South America,-60.0,-10.0,Central Asia,63.0,48.0,2020,0,male
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2020,173,male
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2020,52,male
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2020,0,male
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2020,0,male
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2020,875,male
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2020,909,male
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2020,3817,male
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2020,43336,male
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2020,2441375,male
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2020,951150,male
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2020,142781,male
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2020,110,male
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2020,8938,male
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2020,31187,male
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2020,5550,male
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2020,18273,male
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2020,0,male
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2020,1222,male
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2020,171603,male
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2020,133145,male
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2020,23086,male
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2020,1500,male
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2020,624,male
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2020,2110,male
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2020,431,male
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2020,296,male
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2020,0,male
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2020,438018,male
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2020,3696872,male
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2020,1005577,male
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2020,13415,male
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2020,336,male
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2020,33741,male
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2020,2575,male
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2020,14031,male
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2020,79,male
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2020,147,male
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2020,740,male
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2020,48946,male
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2020,24878,male
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2020,18816,male
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2020,0,male
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2020,149,male
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2020,106,male
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2020,527,male
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2020,3157,male
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2020,119359,male
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2020,932897,male
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2020,5565784,male
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2020,79021,male
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2020,596,male
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2020,20576,male
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2020,2843,male
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2020,3074,male
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2020,16,male
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2020,0,male
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2020,4518,male
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2020,32961,male
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2020,2580,male
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2020,390680,male
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2020,6796,male
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2020,2576486,male
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2020,7703,male
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2020,19647,male
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2020,43348,male
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2020,10327,male
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2020,2685060,male
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2020,14497713,male
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2020,7743124,male
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2020,477932,male
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2020,91516,male
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2020,163525,male
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2020,229230,male
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2020,129,male
Central America,-86.0,15.0,Western Asia,40.0,33.0,2020,1389,male
South America,-60.0,-10.0,Western Asia,40.0,33.0,2020,28955,male
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2020,76943,male
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2020,4778,male
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2020,3892,male
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2020,3048,male
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2020,17411,male
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2020,1590,male
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2020,7816,male
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2020,2742150,male
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2020,84949,male
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2020,58122,male
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2020,40245,male
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2020,1188517,male
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2020,4845557,male
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2020,263785,male
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2020,187296,male
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2020,265880,male
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2020,3205,male
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2020,2344,male
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2020,7742,male
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2020,36289,male
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2020,3716,male
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2020,464967,male
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2020,35257,male
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2020,117321,male
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2020,139081,male
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2020,236846,male
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2020,19068,male
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2020,239061,male
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2020,225323,male
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2020,1242622,male
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2020,598262,male
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2020,1343355,male
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2020,959564,male
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2020,547531,male
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2020,415698,male
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2020,110900,male
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2020,14958,male
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2020,127114,male
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2020,187727,male
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2020,127142,male
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2020,92179,male
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2020,131680,male
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2020,937224,male
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2020,14650,male
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2020,479300,male
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2020,21758,male
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2020,218083,male
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2020,95832,male
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2020,513090,male
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2020,199206,male
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2020,1274619,male
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2020,285895,male
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2020,1629061,male
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2020,758021,male
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2020,173733,male
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2020,88580,male
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2020,1280862,male
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2020,100149,male
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2020,34190,male
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2020,298276,male
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2020,247958,male
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2020,2138348,male
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2020,28454,male
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2020,452296,male
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2020,610970,male
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2020,237447,male
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2020,346169,male
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2020,758045,male
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2020,2374656,male
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2020,3225427,male
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2020,382241,male
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2020,2926530,male
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2020,1425548,male
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2020,76085,male
Central America,-86.0,15.0,Western Europe,2.0,48.0,2020,34714,male
South America,-60.0,-10.0,Western Europe,2.0,48.0,2020,322119,male
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2020,198869,male
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2020,31658,male
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2020,296,male
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2020,116,male
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2020,168,male
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2020,123,male
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2020,717,male
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2020,5,male
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2020,6150,male
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2020,2853,male
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2020,4611,male
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2020,1303,male
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2020,673,male
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2020,11118,male
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2020,12811,male
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2020,62037,male
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2020,492844,male
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2020,6637,male
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2020,80154,male
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2020,116502,male
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2020,285,male
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2020,124,male
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2020,178,male
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2020,663,male
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2020,187,male
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2020,342,male
Central Asia,63.0,48.0,Central America,-86.0,15.0,2020,1,male
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2020,30809,male
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2020,3006,male
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2020,6205,male
Western Asia,40.0,33.0,Central America,-86.0,15.0,2020,4963,male
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2020,4379,male
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2020,6548,male
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2020,29773,male
Western Europe,2.0,48.0,Central America,-86.0,15.0,2020,20203,male
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2020,26009,male
Central America,-86.0,15.0,Central America,-86.0,15.0,2020,360785,male
South America,-60.0,-10.0,Central America,-86.0,15.0,2020,198154,male
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2020,448624,male
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2020,706,male
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2020,1386,male
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2020,8040,male
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2020,4409,male
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2020,1835,male
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2020,12374,male
Central Asia,63.0,48.0,South America,-60.0,-10.0,2020,34,male
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2020,126833,male
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2020,2805,male
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2020,11222,male
Western Asia,40.0,33.0,South America,-60.0,-10.0,2020,37499,male
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2020,21221,male
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2020,18038,male
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2020,423079,male
Western Europe,2.0,48.0,South America,-60.0,-10.0,2020,94611,male
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2020,234353,male
Central America,-86.0,15.0,South America,-60.0,-10.0,2020,35557,male
South America,-60.0,-10.0,South America,-60.0,-10.0,2020,4192334,male
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2020,96920,male
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2020,2424,male
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2020,498947,male
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2020,94235,male
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2020,400847,male
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2020,81117,male
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2020,540141,male
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2020,69531,male
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2020,2329473,male
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2020,2299687,male
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2020,2836296,male
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2020,813235,male
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2020,1052437,male
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2020,762271,male
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2020,800074,male
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2020,638105,male
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2020,3122539,male
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2020,7754276,male
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2020,1621947,male
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2020,389003,male
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2020,146362,male
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2020,93311,male
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2020,4459,male
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2020,43470,male
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2020,137726,male
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2020,17286,male
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2020,2175,male
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2020,531790,male
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2020,567583,male
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2020,678214,male
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2020,188674,male
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2020,86929,male
