origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes,genero
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2000,6686,male
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2000,33362,male
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2000,72222,male
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2000,353227,male
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2005,1546788,male
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2005,414867,male
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2005,253096,male
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2005,30653,male
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2005,5475,male
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2005,0,male
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2005,2885,male
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2005,561,male
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2005,22225,male
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2005,167,male
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2005,145,male
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2005,14073,male
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2005,3141,male
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2005,52338,male
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2005,33,male
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2005,0,male
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2005,0,male
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2005,1882,male
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2005,99,male
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2005,106582,male
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2005,447439,male
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2005,133664,male
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2005,2371,male
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2005,176356,male
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2005,0,male
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2005,547,male
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2005,0,male
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2005,0,male
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2005,1256,male
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2005,490,male
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2005,161,male
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2005,4722,male
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2005,17733,male
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2005,71,male
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2005,0,male
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2005,0,male
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2005,1478,male
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2005,6,male
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2005,256008,male
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2005,61508,male
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2005,147319,male
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2005,573,male
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2005,24540,male
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2005,1712,male
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2005,4942,male
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2005,24542,male
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2005,8964,male
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2005,403264,male
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2005,8676,male
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2005,7941,male
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2005,11436,male
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2005,26976,male
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2005,10,male
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2005,481,male
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2005,376,male
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2005,11378,male
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2005,709,male
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2005,435698,male
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2005,53548,male
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2005,3395,male
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2005,167144,male
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2005,13585,male
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2005,8,male
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2005,13351,male
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2005,1400,male
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2005,21594,male
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2005,3973,male
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2005,7573,male
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2005,86019,male
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2005,25960,male
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2005,33631,male
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2005,1061,male
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2005,147,male
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2005,2196,male
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2005,6635,male
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2005,3025,male
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2005,1005,male
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2005,51738,male
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2005,9588,male
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2005,92,male
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2005,2874838,male
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2005,0,male
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2005,1283,male
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2005,25,male
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2005,1312,male
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2005,4166,male
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2005,779,male
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2005,1693,male
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2005,2036,male
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2005,13825,male
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2005,301,male
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2005,4,male
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2005,607,male
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2005,3268,male
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2005,10,male
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2005,12,male
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2005,0,male
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2005,60,male
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2005,0,male
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2005,11,male
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2005,224378,male
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2005,41306,male
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2005,109,male
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2005,8011,male
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2005,80013,male
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2005,1897938,male
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2005,5833,male
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2005,0,male
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2005,6435,male
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2005,11,male
Central America,-86.0,15.0,Central Asia,63.0,48.0,2005,0,male
South America,-60.0,-10.0,Central Asia,63.0,48.0,2005,0,male
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2005,176,male
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2005,53,male
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2005,0,male
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2005,0,male
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2005,685,male
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2005,375,male
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2005,2480,male
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2005,8653,male
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2005,1953400,male
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2005,453270,male
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2005,71862,male
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2005,85,male
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2005,6697,male
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2005,23524,male
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2005,3925,male
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2005,13513,male
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2005,0,male
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2005,841,male
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2005,148685,male
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2005,82170,male
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2005,15673,male
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2005,493,male
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2005,1419,male
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2005,2309,male
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2005,355,male
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2005,165,male
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2005,0,male
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2005,335613,male
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2005,2365312,male
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2005,437429,male
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2005,10901,male
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2005,242,male
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2005,33505,male
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2005,1611,male
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2005,8868,male
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2005,101,male
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2005,166,male
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2005,2851,male
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2005,31976,male
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2005,15888,male
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2005,18832,male
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2005,0,male
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2005,70,male
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2005,51,male
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2005,532,male
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2005,18717,male
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2005,148718,male
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2005,361260,male
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2005,6013880,male
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2005,116366,male
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2005,730,male
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2005,26718,male
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2005,1647,male
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2005,2563,male
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2005,8,male
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2005,0,male
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2005,6570,male
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2005,36436,male
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2005,2174,male
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2005,174038,male
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2005,3772,male
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2005,1273828,male
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2005,6644,male
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2005,6231,male
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2005,43082,male
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2005,6392,male
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2005,1215522,male
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2005,5678379,male
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2005,3212672,male
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2005,517799,male
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2005,61305,male
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2005,111113,male
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2005,203956,male
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2005,103,male
Central America,-86.0,15.0,Western Asia,40.0,33.0,2005,1189,male
South America,-60.0,-10.0,Western Asia,40.0,33.0,2005,26445,male
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2005,59399,male
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2005,3890,male
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2005,2557,male
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2005,1876,male
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2005,9094,male
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2005,840,male
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2005,3736,male
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2005,2645875,male
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2005,69500,male
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2005,45803,male
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2005,31553,male
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2005,1227346,male
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2005,4671947,male
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2005,207908,male
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2005,56506,male
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2005,178054,male
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2005,2471,male
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2005,783,male
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2005,3968,male
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2005,18659,male
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2005,2308,male
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2005,267262,male
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2005,21925,male
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2005,74520,male
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2005,85214,male
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2005,142923,male
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2005,17394,male
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2005,167235,male
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2005,141444,male
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2005,792002,male
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2005,315837,male
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2005,683171,male
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2005,731260,male
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2005,277948,male
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2005,293840,male
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2005,108217,male
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2005,9493,male
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2005,89681,male
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2005,158021,male
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2005,89368,male
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2005,65489,male
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2005,111858,male
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2005,739508,male
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2005,11006,male
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2005,256850,male
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2005,17056,male
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2005,126292,male
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2005,61667,male
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2005,272583,male
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2005,139162,male
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2005,752784,male
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2005,194536,male
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2005,1410466,male
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2005,576017,male
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2005,72005,male
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2005,31917,male
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2005,869805,male
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2005,70474,male
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2005,21753,male
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2005,152801,male
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2005,177903,male
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2005,1668316,male
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2005,18296,male
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2005,290753,male
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2005,366826,male
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2005,152104,male
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2005,299766,male
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2005,373528,male
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2005,1347972,male
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2005,1782538,male
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2005,289345,male
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2005,2286515,male
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2005,1082323,male
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2005,57842,male
Central America,-86.0,15.0,Western Europe,2.0,48.0,2005,20458,male
South America,-60.0,-10.0,Western Europe,2.0,48.0,2005,244752,male
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2005,150873,male
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2005,22147,male
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2005,318,male
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2005,95,male
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2005,183,male
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2005,190,male
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2005,470,male
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2005,4,male
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2005,4737,male
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2005,1715,male
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2005,3033,male
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2005,1391,male
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2005,1284,male
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2005,10363,male
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2005,15105,male
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2005,56604,male
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2005,325697,male
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2005,8170,male
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2005,40047,male
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2005,143977,male
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2005,229,male
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2005,88,male
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2005,104,male
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2005,459,male
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2005,102,male
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2005,219,male
Central Asia,63.0,48.0,Central America,-86.0,15.0,2005,0,male
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2005,16761,male
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2005,1483,male
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2005,2738,male
Western Asia,40.0,33.0,Central America,-86.0,15.0,2005,3486,male
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2005,2761,male
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2005,4215,male
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2005,20010,male
Western Europe,2.0,48.0,Central America,-86.0,15.0,2005,12980,male
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2005,13897,male
Central America,-86.0,15.0,Central America,-86.0,15.0,2005,242521,male
South America,-60.0,-10.0,Central America,-86.0,15.0,2005,54475,male
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2005,288551,male
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2005,410,male
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2005,1019,male
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2005,3766,male
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2005,3228,male
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2005,241,male
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2005,1067,male
Central Asia,63.0,48.0,South America,-60.0,-10.0,2005,8,male
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2005,75670,male
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2005,1900,male
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2005,1730,male
Western Asia,40.0,33.0,South America,-60.0,-10.0,2005,31032,male
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2005,23073,male
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2005,11298,male
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2005,412645,male
Western Europe,2.0,48.0,South America,-60.0,-10.0,2005,69142,male
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2005,34534,male
Central America,-86.0,15.0,South America,-60.0,-10.0,2005,20924,male
South America,-60.0,-10.0,South America,-60.0,-10.0,2005,1384421,male
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2005,53950,male
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2005,1322,male
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2005,245299,male
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2005,33429,male
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2005,196414,male
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2005,55410,male
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2005,257419,male
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2005,28292,male
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2005,1982190,male
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2005,1830551,male
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2005,1585890,male
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2005,528017,male
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2005,982634,male
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2005,809761,male
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2005,839511,male
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2005,726690,male
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2005,2358910,male
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2005,7080165,male
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2005,1178532,male
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2005,420944,male
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2005,101485,male
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2005,46707,male
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2005,935,male
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2005,35593,male
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2005,77230,male
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2005,5443,male
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2005,766,male
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2005,247709,male
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2005,330086,male
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2005,196400,male
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2005,118806,male
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2005,82416,male
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2005,735159,male
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2005,335060,male
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2005,188053,male
