origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2005,28
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2005,824
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2005,656
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2005,18544
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2005,1099
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2005,681660
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2005,99850
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2005,6157
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2005,310508
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2005,18368
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2005,20
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2005,22122
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2005,3655
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2005,37036
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2005,7520
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2005,15021
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2005,179747
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2005,49178
Western Europe,2.0,48.0,Southern Africa,24.0,-29.0,2005,67974
Caribbean,-75.0,18.0,Southern Africa,24.0,-29.0,2005,2255
Central America,-86.0,15.0,Southern Africa,24.0,-29.0,2005,300
South America,-60.0,-10.0,Southern Africa,24.0,-29.0,2005,4797
NORTHERN AMERICA,-100.0,45.0,Southern Africa,24.0,-29.0,2005,14797
OCEANIA,140.0,-25.0,Southern Africa,24.0,-29.0,2005,6683
Eastern Africa,39.0,-6.5,Western Africa,-2.0,16.0,2005,2254
Middle Africa,17.0,1.0,Western Africa,-2.0,16.0,2005,94301
Northern Africa,18.0,28.0,Western Africa,-2.0,16.0,2005,18897
Southern Africa,24.0,-29.0,Western Africa,-2.0,16.0,2005,141
Western Africa,-2.0,16.0,Western Africa,-2.0,16.0,2005,5361622
Central Asia,63.0,48.0,Western Africa,-2.0,16.0,2005,0
Eastern Asia,116.0,39.0,Western Africa,-2.0,16.0,2005,1868
South-Eastern Asia,108.0,4.0,Western Africa,-2.0,16.0,2005,45
Southern Asia,78.0,23.0,Western Africa,-2.0,16.0,2005,1818
Western Asia,40.0,33.0,Western Africa,-2.0,16.0,2005,6845
Eastern Europe,30.0,50.0,Western Africa,-2.0,16.0,2005,1383
Northern Europe,15.0,60.0,Western Africa,-2.0,16.0,2005,2977
Southern Europe,15.0,41.0,Western Africa,-2.0,16.0,2005,3551
Western Europe,2.0,48.0,Western Africa,-2.0,16.0,2005,27004
Caribbean,-75.0,18.0,Western Africa,-2.0,16.0,2005,528
Central America,-86.0,15.0,Western Africa,-2.0,16.0,2005,5
South America,-60.0,-10.0,Western Africa,-2.0,16.0,2005,1134
NORTHERN AMERICA,-100.0,45.0,Western Africa,-2.0,16.0,2005,5941
OCEANIA,140.0,-25.0,Western Africa,-2.0,16.0,2005,27
Eastern Africa,39.0,-6.5,Central Asia,63.0,48.0,2005,25
Middle Africa,17.0,1.0,Central Asia,63.0,48.0,2005,0
Northern Africa,18.0,28.0,Central Asia,63.0,48.0,2005,133
Southern Africa,24.0,-29.0,Central Asia,63.0,48.0,2005,0
Western Africa,-2.0,16.0,Central Asia,63.0,48.0,2005,24
Central Asia,63.0,48.0,Central Asia,63.0,48.0,2005,462141
Eastern Asia,116.0,39.0,Central Asia,63.0,48.0,2005,82814
South-Eastern Asia,108.0,4.0,Central Asia,63.0,48.0,2005,175
Southern Asia,78.0,23.0,Central Asia,63.0,48.0,2005,17174
Western Asia,40.0,33.0,Central Asia,63.0,48.0,2005,153495
Eastern Europe,30.0,50.0,Central Asia,63.0,48.0,2005,4182388
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2005,12251
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2005,0
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2005,14563
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2005,24
Central America,-86.0,15.0,Central Asia,63.0,48.0,2005,0
South America,-60.0,-10.0,Central Asia,63.0,48.0,2005,0
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2005,331
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2005,112
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2005,0
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2005,0
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2005,1503
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2005,830
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2005,4993
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2005,11867
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2005,4054130
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2005,1070752
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2005,124518
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2005,148
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2005,15310
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2005,42285
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2005,7718
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2005,25491
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2005,0
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2005,1845
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2005,314708
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2005,143583
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2005,28549
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2005,880
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2005,2500
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2005,4117
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2005,689
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2005,283
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2005,0
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2005,687353
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2005,4628633
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2005,771338
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2005,19657
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2005,395
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2005,61600
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2005,2874
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2005,13171
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2005,204
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2005,330
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2005,5548
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2005,57602
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2005,29397
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2005,37834
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2005,0
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2005,109
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2005,127
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2005,930
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2005,34321
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2005,278241
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2005,692752
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2005,11804035
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2005,215376
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2005,1598
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2005,49697
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2005,3241
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2005,5447
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2005,18
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2005,0
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2005,12165
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2005,64673
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2005,3859
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2005,283128
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2005,6363
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2005,1967372
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2005,14488
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2005,8976
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2005,93469
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2005,19068
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2005,1944236
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2005,7605717
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2005,6096477
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2005,1178925
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2005,124888
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2005,236760
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2005,429404
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2005,231
Central America,-86.0,15.0,Western Asia,40.0,33.0,2005,2487
South America,-60.0,-10.0,Western Asia,40.0,33.0,2005,57240
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2005,116212
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2005,8383
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2005,3828
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2005,2564
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2005,12370
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2005,1515
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2005,5239
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2005,5395269
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2005,126416
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2005,75592
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2005,41166
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2005,2163036
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2005,10536332
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2005,451241
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2005,102879
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2005,363211
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2005,4066
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2005,1356
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2005,7076
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2005,36708
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2005,4366
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2005,556612
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2005,45576
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2005,124410
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2005,177615
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2005,284386
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2005,38217
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2005,365470
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2005,377090
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2005,1526795
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2005,572065
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2005,1529268
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2005,1586970
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2005,552320
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2005,661371
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2005,240782
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2005,21197
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2005,195426
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2005,338326
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2005,187867
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2005,144627
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2005,236451
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2005,1183899
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2005,23942
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2005,397364
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2005,40235
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2005,254133
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2005,169552
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2005,397573
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2005,283296
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2005,1809979
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2005,419058
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2005,2868972
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2005,1256152
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2005,202899
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2005,82080
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2005,1929196
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2005,154072
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2005,47963
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2005,334091
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2005,363189
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2005,3166083
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2005,39386
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2005,517398
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2005,782305
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2005,349474
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2005,734116
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2005,653041
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2005,2481047
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2005,3995603
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2005,596007
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2005,4390778
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2005,2295834
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2005,142912
Central America,-86.0,15.0,Western Europe,2.0,48.0,2005,49386
South America,-60.0,-10.0,Western Europe,2.0,48.0,2005,576628
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2005,295485
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2005,44547
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2005,935
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2005,169
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2005,383
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2005,342
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2005,805
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2005,7
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2005,8868
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2005,3311
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2005,4801
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2005,2489
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2005,3829
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2005,20681
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2005,25314
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2005,115713
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2005,601238
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2005,17444
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2005,84685
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2005,299067
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2005,428
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2005,177
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2005,177
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2005,771
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2005,204
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2005,378
Central Asia,63.0,48.0,Central America,-86.0,15.0,2005,6
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2005,31193
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2005,2141
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2005,4443
Western Asia,40.0,33.0,Central America,-86.0,15.0,2005,5839
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2005,6532
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2005,7558
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2005,34912
Western Europe,2.0,48.0,Central America,-86.0,15.0,2005,23701
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2005,29231
Central America,-86.0,15.0,Central America,-86.0,15.0,2005,503647
South America,-60.0,-10.0,Central America,-86.0,15.0,2005,111927
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2005,568187
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2005,791
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2005,2055
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2005,6978
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2005,6163
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2005,437
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2005,1876
Central Asia,63.0,48.0,South America,-60.0,-10.0,2005,33
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2005,143461
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2005,3824
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2005,2856
Western Asia,40.0,33.0,South America,-60.0,-10.0,2005,51671
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2005,52015
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2005,20452
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2005,809695
Western Europe,2.0,48.0,South America,-60.0,-10.0,2005,128290
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2005,72725
Central America,-86.0,15.0,South America,-60.0,-10.0,2005,42472
South America,-60.0,-10.0,South America,-60.0,-10.0,2005,2894144
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2005,99790
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2005,2366
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2005,487572
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2005,64916
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2005,368068
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2005,113013
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2005,491290
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2005,57014
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2005,4040218
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2005,4066622
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2005,3022089
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2005,1009856
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2005,2032341
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2005,1703400
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2005,1761094
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2005,1492090
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2005,5201157
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2005,13240748
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2005,2577351
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2005,1132443
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2005,230353
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2005,93201
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2005,1730
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2005,66748
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2005,156056
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2005,9936
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2005,1800
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2005,538101
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2005,731092
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2005,364699
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2005,226438
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2005,175460
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2005,1462719
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2005,651557
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2005,368618
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2005,8152
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2005,14529
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2005,80204
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2005,160472
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2005,794419
Eastern Africa,39.0,-6.5,Eastern Africa,39.0,-6.5,2010,3078175
Middle Africa,17.0,1.0,Eastern Africa,39.0,-6.5,2010,800135
Northern Africa,18.0,28.0,Eastern Africa,39.0,-6.5,2010,214886
Southern Africa,24.0,-29.0,Eastern Africa,39.0,-6.5,2010,63927
Western Africa,-2.0,16.0,Eastern Africa,39.0,-6.5,2010,16052
Central Asia,63.0,48.0,Eastern Africa,39.0,-6.5,2010,0
Eastern Asia,116.0,39.0,Eastern Africa,39.0,-6.5,2010,6882
South-Eastern Asia,108.0,4.0,Eastern Africa,39.0,-6.5,2010,1023
Southern Asia,78.0,23.0,Eastern Africa,39.0,-6.5,2010,48641
Western Asia,40.0,33.0,Eastern Africa,39.0,-6.5,2010,359
Eastern Europe,30.0,50.0,Eastern Africa,39.0,-6.5,2010,408
Northern Europe,15.0,60.0,Eastern Africa,39.0,-6.5,2010,17976
Southern Europe,15.0,41.0,Eastern Africa,39.0,-6.5,2010,5459
Western Europe,2.0,48.0,Eastern Africa,39.0,-6.5,2010,104325
Caribbean,-75.0,18.0,Eastern Africa,39.0,-6.5,2010,55
Central America,-86.0,15.0,Eastern Africa,39.0,-6.5,2010,0
South America,-60.0,-10.0,Eastern Africa,39.0,-6.5,2010,0
NORTHERN AMERICA,-100.0,45.0,Eastern Africa,39.0,-6.5,2010,3835
OCEANIA,140.0,-25.0,Eastern Africa,39.0,-6.5,2010,310
Eastern Africa,39.0,-6.5,Middle Africa,17.0,1.0,2010,186610
Middle Africa,17.0,1.0,Middle Africa,17.0,1.0,2010,1049226
Northern Africa,18.0,28.0,Middle Africa,17.0,1.0,2010,320176
Southern Africa,24.0,-29.0,Middle Africa,17.0,1.0,2010,5963
Western Africa,-2.0,16.0,Middle Africa,17.0,1.0,2010,311640
Central Asia,63.0,48.0,Middle Africa,17.0,1.0,2010,0
Eastern Asia,116.0,39.0,Middle Africa,17.0,1.0,2010,1174
South-Eastern Asia,108.0,4.0,Middle Africa,17.0,1.0,2010,0
Southern Asia,78.0,23.0,Middle Africa,17.0,1.0,2010,0
Western Asia,40.0,33.0,Middle Africa,17.0,1.0,2010,2558
Eastern Europe,30.0,50.0,Middle Africa,17.0,1.0,2010,2097
Northern Europe,15.0,60.0,Middle Africa,17.0,1.0,2010,235
Southern Europe,15.0,41.0,Middle Africa,17.0,1.0,2010,9312
Western Europe,2.0,48.0,Middle Africa,17.0,1.0,2010,38995
Caribbean,-75.0,18.0,Middle Africa,17.0,1.0,2010,403
Central America,-86.0,15.0,Middle Africa,17.0,1.0,2010,0
South America,-60.0,-10.0,Middle Africa,17.0,1.0,2010,0
NORTHERN AMERICA,-100.0,45.0,Middle Africa,17.0,1.0,2010,2325
OCEANIA,140.0,-25.0,Middle Africa,17.0,1.0,2010,13
Eastern Africa,39.0,-6.5,Northern Africa,18.0,28.0,2010,571303
Middle Africa,17.0,1.0,Northern Africa,18.0,28.0,2010,125021
Northern Africa,18.0,28.0,Northern Africa,18.0,28.0,2010,294538
Southern Africa,24.0,-29.0,Northern Africa,18.0,28.0,2010,1037
Western Africa,-2.0,16.0,Northern Africa,18.0,28.0,2010,35266
Central Asia,63.0,48.0,Northern Africa,18.0,28.0,2010,2400
Eastern Asia,116.0,39.0,Northern Africa,18.0,28.0,2010,7679
South-Eastern Asia,108.0,4.0,Northern Africa,18.0,28.0,2010,35342
Southern Asia,78.0,23.0,Northern Africa,18.0,28.0,2010,12549
Western Asia,40.0,33.0,Northern Africa,18.0,28.0,2010,649872
Eastern Europe,30.0,50.0,Northern Africa,18.0,28.0,2010,18561
Northern Europe,15.0,60.0,Northern Africa,18.0,28.0,2010,14471
Southern Europe,15.0,41.0,Northern Africa,18.0,28.0,2010,22343
Western Europe,2.0,48.0,Northern Africa,18.0,28.0,2010,66129
Caribbean,-75.0,18.0,Northern Africa,18.0,28.0,2010,30
Central America,-86.0,15.0,Northern Africa,18.0,28.0,2010,902
South America,-60.0,-10.0,Northern Africa,18.0,28.0,2010,711
NORTHERN AMERICA,-100.0,45.0,Northern Africa,18.0,28.0,2010,20397
OCEANIA,140.0,-25.0,Northern Africa,18.0,28.0,2010,1195
Eastern Africa,39.0,-6.5,Southern Africa,24.0,-29.0,2010,1085740
Middle Africa,17.0,1.0,Southern Africa,24.0,-29.0,2010,130904
Northern Africa,18.0,28.0,Southern Africa,24.0,-29.0,2010,8501
Southern Africa,24.0,-29.0,Southern Africa,24.0,-29.0,2010,455634
Western Africa,-2.0,16.0,Southern Africa,24.0,-29.0,2010,38034
Central Asia,63.0,48.0,Southern Africa,24.0,-29.0,2010,29
Eastern Asia,116.0,39.0,Southern Africa,24.0,-29.0,2010,22134
South-Eastern Asia,108.0,4.0,Southern Africa,24.0,-29.0,2010,5105
Southern Asia,78.0,23.0,Southern Africa,24.0,-29.0,2010,68586
Western Asia,40.0,33.0,Southern Africa,24.0,-29.0,2010,10783
Eastern Europe,30.0,50.0,Southern Africa,24.0,-29.0,2010,21340
Northern Europe,15.0,60.0,Southern Africa,24.0,-29.0,2010,135043
Southern Europe,15.0,41.0,Southern Africa,24.0,-29.0,2010,51800
