origen,lon_origen,lat_origen,destino,lon_destino,lat_destino,year,num_migrantes
Northern Europe,15.0,60.0,Central Asia,63.0,48.0,2020,11520
Southern Europe,15.0,41.0,Central Asia,63.0,48.0,2020,0
Western Europe,2.0,48.0,Central Asia,63.0,48.0,2020,11634
Caribbean,-75.0,18.0,Central Asia,63.0,48.0,2020,20
Central America,-86.0,15.0,Central Asia,63.0,48.0,2020,0
South America,-60.0,-10.0,Central Asia,63.0,48.0,2020,0
NORTHERN AMERICA,-100.0,45.0,Central Asia,63.0,48.0,2020,320
OCEANIA,140.0,-25.0,Central Asia,63.0,48.0,2020,107
Eastern Africa,39.0,-6.5,Eastern Asia,116.0,39.0,2020,0
Middle Africa,17.0,1.0,Eastern Asia,116.0,39.0,2020,0
Northern Africa,18.0,28.0,Eastern Asia,116.0,39.0,2020,1959
Southern Africa,24.0,-29.0,Eastern Asia,116.0,39.0,2020,2160
Western Africa,-2.0,16.0,Eastern Asia,116.0,39.0,2020,7260
Central Asia,63.0,48.0,Eastern Asia,116.0,39.0,2020,59664
Eastern Asia,116.0,39.0,Eastern Asia,116.0,39.0,2020,5342694
South-Eastern Asia,108.0,4.0,Eastern Asia,116.0,39.0,2020,2040250
Southern Asia,78.0,23.0,Eastern Asia,116.0,39.0,2020,258218
Western Asia,40.0,33.0,Eastern Asia,116.0,39.0,2020,236
Eastern Europe,30.0,50.0,Eastern Asia,116.0,39.0,2020,22061
Northern Europe,15.0,60.0,Eastern Asia,116.0,39.0,2020,56013
Southern Europe,15.0,41.0,Eastern Asia,116.0,39.0,2020,11814
Western Europe,2.0,48.0,Eastern Asia,116.0,39.0,2020,36383
Caribbean,-75.0,18.0,Eastern Asia,116.0,39.0,2020,0
Central America,-86.0,15.0,Eastern Asia,116.0,39.0,2020,2735
South America,-60.0,-10.0,Eastern Asia,116.0,39.0,2020,328942
NORTHERN AMERICA,-100.0,45.0,Eastern Asia,116.0,39.0,2020,215678
OCEANIA,140.0,-25.0,Eastern Asia,116.0,39.0,2020,40224
Eastern Africa,39.0,-6.5,South-Eastern Asia,108.0,4.0,2020,3492
Middle Africa,17.0,1.0,South-Eastern Asia,108.0,4.0,2020,689
Northern Africa,18.0,28.0,South-Eastern Asia,108.0,4.0,2020,3756
Southern Africa,24.0,-29.0,South-Eastern Asia,108.0,4.0,2020,864
Western Africa,-2.0,16.0,South-Eastern Asia,108.0,4.0,2020,397
Central Asia,63.0,48.0,South-Eastern Asia,108.0,4.0,2020,0
Eastern Asia,116.0,39.0,South-Eastern Asia,108.0,4.0,2020,896162
South-Eastern Asia,108.0,4.0,South-Eastern Asia,108.0,4.0,2020,7088821
Southern Asia,78.0,23.0,South-Eastern Asia,108.0,4.0,2020,1733636
Western Asia,40.0,33.0,South-Eastern Asia,108.0,4.0,2020,23055
Eastern Europe,30.0,50.0,South-Eastern Asia,108.0,4.0,2020,511
Northern Europe,15.0,60.0,South-Eastern Asia,108.0,4.0,2020,59120
Southern Europe,15.0,41.0,South-Eastern Asia,108.0,4.0,2020,5045
Western Europe,2.0,48.0,South-Eastern Asia,108.0,4.0,2020,21674
Caribbean,-75.0,18.0,South-Eastern Asia,108.0,4.0,2020,145
Central America,-86.0,15.0,South-Eastern Asia,108.0,4.0,2020,227
South America,-60.0,-10.0,South-Eastern Asia,108.0,4.0,2020,1389
NORTHERN AMERICA,-100.0,45.0,South-Eastern Asia,108.0,4.0,2020,90225
OCEANIA,140.0,-25.0,South-Eastern Asia,108.0,4.0,2020,45076
Eastern Africa,39.0,-6.5,Southern Asia,78.0,23.0,2020,54863
Middle Africa,17.0,1.0,Southern Asia,78.0,23.0,2020,0
Northern Africa,18.0,28.0,Southern Asia,78.0,23.0,2020,208
Southern Africa,24.0,-29.0,Southern Asia,78.0,23.0,2020,262
Western Africa,-2.0,16.0,Southern Asia,78.0,23.0,2020,903
Central Asia,63.0,48.0,Southern Asia,78.0,23.0,2020,7028
Eastern Asia,116.0,39.0,Southern Asia,78.0,23.0,2020,307829
South-Eastern Asia,108.0,4.0,Southern Asia,78.0,23.0,2020,1520414
Southern Asia,78.0,23.0,Southern Asia,78.0,23.0,2020,10945934
Western Asia,40.0,33.0,Southern Asia,78.0,23.0,2020,163263
Eastern Europe,30.0,50.0,Southern Asia,78.0,23.0,2020,1398
Northern Europe,15.0,60.0,Southern Asia,78.0,23.0,2020,59593
Southern Europe,15.0,41.0,Southern Asia,78.0,23.0,2020,5844
Western Europe,2.0,48.0,Southern Asia,78.0,23.0,2020,5913
Caribbean,-75.0,18.0,Southern Asia,78.0,23.0,2020,36
Central America,-86.0,15.0,Southern Asia,78.0,23.0,2020,0
South America,-60.0,-10.0,Southern Asia,78.0,23.0,2020,14628
NORTHERN AMERICA,-100.0,45.0,Southern Asia,78.0,23.0,2020,83426
OCEANIA,140.0,-25.0,Southern Asia,78.0,23.0,2020,5349
Eastern Africa,39.0,-6.5,Western Asia,40.0,33.0,2020,637809
Middle Africa,17.0,1.0,Western Asia,40.0,33.0,2020,10546
Northern Africa,18.0,28.0,Western Asia,40.0,33.0,2020,3949356
Southern Africa,24.0,-29.0,Western Asia,40.0,33.0,2020,16888
Western Africa,-2.0,16.0,Western Asia,40.0,33.0,2020,28522
Central Asia,63.0,48.0,Western Asia,40.0,33.0,2020,95152
Eastern Asia,116.0,39.0,Western Asia,40.0,33.0,2020,31898
South-Eastern Asia,108.0,4.0,Western Asia,40.0,33.0,2020,4294915
Southern Asia,78.0,23.0,Western Asia,40.0,33.0,2020,18979129
Western Asia,40.0,33.0,Western Asia,40.0,33.0,2020,13938039
Eastern Europe,30.0,50.0,Western Asia,40.0,33.0,2020,1334070
Northern Europe,15.0,60.0,Western Asia,40.0,33.0,2020,180436
Southern Europe,15.0,41.0,Western Asia,40.0,33.0,2020,332995
Western Europe,2.0,48.0,Western Asia,40.0,33.0,2020,602270
Caribbean,-75.0,18.0,Western Asia,40.0,33.0,2020,300
Central America,-86.0,15.0,Western Asia,40.0,33.0,2020,2901
South America,-60.0,-10.0,Western Asia,40.0,33.0,2020,63335
NORTHERN AMERICA,-100.0,45.0,Western Asia,40.0,33.0,2020,148550
OCEANIA,140.0,-25.0,Western Asia,40.0,33.0,2020,10969
Eastern Africa,39.0,-6.5,Eastern Europe,30.0,50.0,2020,5891
Middle Africa,17.0,1.0,Eastern Europe,30.0,50.0,2020,4335
Northern Africa,18.0,28.0,Eastern Europe,30.0,50.0,2020,23714
Southern Africa,24.0,-29.0,Eastern Europe,30.0,50.0,2020,2785
Western Africa,-2.0,16.0,Eastern Europe,30.0,50.0,2020,10487
Central Asia,63.0,48.0,Eastern Europe,30.0,50.0,2020,5608308
Eastern Asia,116.0,39.0,Eastern Europe,30.0,50.0,2020,156229
South-Eastern Asia,108.0,4.0,Eastern Europe,30.0,50.0,2020,103777
Southern Asia,78.0,23.0,Eastern Europe,30.0,50.0,2020,54996
Western Asia,40.0,33.0,Eastern Europe,30.0,50.0,2020,2113793
Eastern Europe,30.0,50.0,Eastern Europe,30.0,50.0,2020,10787095
Northern Europe,15.0,60.0,Eastern Europe,30.0,50.0,2020,546407
Southern Europe,15.0,41.0,Eastern Europe,30.0,50.0,2020,326399
Western Europe,2.0,48.0,Eastern Europe,30.0,50.0,2020,498007
Caribbean,-75.0,18.0,Eastern Europe,30.0,50.0,2020,5294
Central America,-86.0,15.0,Eastern Europe,30.0,50.0,2020,4316
South America,-60.0,-10.0,Eastern Europe,30.0,50.0,2020,14197
NORTHERN AMERICA,-100.0,45.0,Eastern Europe,30.0,50.0,2020,65959
OCEANIA,140.0,-25.0,Eastern Europe,30.0,50.0,2020,6478
Eastern Africa,39.0,-6.5,Northern Europe,15.0,60.0,2020,1010801
Middle Africa,17.0,1.0,Northern Europe,15.0,60.0,2020,74790
Northern Africa,18.0,28.0,Northern Europe,15.0,60.0,2020,200986
Southern Africa,24.0,-29.0,Northern Europe,15.0,60.0,2020,276484
Western Africa,-2.0,16.0,Northern Europe,15.0,60.0,2020,467833
Central Asia,63.0,48.0,Northern Europe,15.0,60.0,2020,42629
Eastern Asia,116.0,39.0,Northern Europe,15.0,60.0,2020,544672
South-Eastern Asia,108.0,4.0,Northern Europe,15.0,60.0,2020,640548
Southern Asia,78.0,23.0,Northern Europe,15.0,60.0,2020,2355410
Western Asia,40.0,33.0,Northern Europe,15.0,60.0,2020,1080927
Eastern Europe,30.0,50.0,Northern Europe,15.0,60.0,2020,2804341
Northern Europe,15.0,60.0,Northern Europe,15.0,60.0,2020,2037623
Southern Europe,15.0,41.0,Northern Europe,15.0,60.0,2020,1036509
Western Europe,2.0,48.0,Northern Europe,15.0,60.0,2020,912528
Caribbean,-75.0,18.0,Northern Europe,15.0,60.0,2020,271966
Central America,-86.0,15.0,Northern Europe,15.0,60.0,2020,33792
South America,-60.0,-10.0,Northern Europe,15.0,60.0,2020,284129
NORTHERN AMERICA,-100.0,45.0,Northern Europe,15.0,60.0,2020,415365
OCEANIA,140.0,-25.0,Northern Europe,15.0,60.0,2020,256296
Eastern Africa,39.0,-6.5,Southern Europe,15.0,41.0,2020,196293
Middle Africa,17.0,1.0,Southern Europe,15.0,41.0,2020,281276
Northern Africa,18.0,28.0,Southern Europe,15.0,41.0,2020,1657632
Southern Africa,24.0,-29.0,Southern Europe,15.0,41.0,2020,31366
Western Africa,-2.0,16.0,Southern Europe,15.0,41.0,2020,704169
Central Asia,63.0,48.0,Southern Europe,15.0,41.0,2020,53359
Eastern Asia,116.0,39.0,Southern Europe,15.0,41.0,2020,465123
South-Eastern Asia,108.0,4.0,Southern Europe,15.0,41.0,2020,255069
Southern Asia,78.0,23.0,Southern Europe,15.0,41.0,2020,798042
Western Asia,40.0,33.0,Southern Europe,15.0,41.0,2020,402595
Eastern Europe,30.0,50.0,Southern Europe,15.0,41.0,2020,3253702
Northern Europe,15.0,60.0,Southern Europe,15.0,41.0,2020,603637
Southern Europe,15.0,41.0,Southern Europe,15.0,41.0,2020,3305291
Western Europe,2.0,48.0,Southern Europe,15.0,41.0,2020,1630782
Caribbean,-75.0,18.0,Southern Europe,15.0,41.0,2020,443198
Central America,-86.0,15.0,Southern Europe,15.0,41.0,2020,273561
South America,-60.0,-10.0,Southern Europe,15.0,41.0,2020,2971721
NORTHERN AMERICA,-100.0,45.0,Southern Europe,15.0,41.0,2020,216325
OCEANIA,140.0,-25.0,Southern Europe,15.0,41.0,2020,70790
Eastern Africa,39.0,-6.5,Western Europe,2.0,48.0,2020,640050
Middle Africa,17.0,1.0,Western Europe,2.0,48.0,2020,540512
Northern Africa,18.0,28.0,Western Europe,2.0,48.0,2020,4011942
Southern Africa,24.0,-29.0,Western Europe,2.0,48.0,2020,62164
Western Africa,-2.0,16.0,Western Europe,2.0,48.0,2020,820764
Central Asia,63.0,48.0,Western Europe,2.0,48.0,2020,1327858
Eastern Asia,116.0,39.0,Western Europe,2.0,48.0,2020,583269
South-Eastern Asia,108.0,4.0,Western Europe,2.0,48.0,2020,931644
Southern Asia,78.0,23.0,Western Europe,2.0,48.0,2020,1301495
Western Asia,40.0,33.0,Western Europe,2.0,48.0,2020,4384233
Eastern Europe,30.0,50.0,Western Europe,2.0,48.0,2020,7043559
Northern Europe,15.0,60.0,Western Europe,2.0,48.0,2020,786526
Southern Europe,15.0,41.0,Western Europe,2.0,48.0,2020,5652638
Western Europe,2.0,48.0,Western Europe,2.0,48.0,2020,3021381
Caribbean,-75.0,18.0,Western Europe,2.0,48.0,2020,197987
Central America,-86.0,15.0,Western Europe,2.0,48.0,2020,85747
South America,-60.0,-10.0,Western Europe,2.0,48.0,2020,810016
NORTHERN AMERICA,-100.0,45.0,Western Europe,2.0,48.0,2020,402655
OCEANIA,140.0,-25.0,Western Europe,2.0,48.0,2020,63472
Eastern Africa,39.0,-6.5,Caribbean,-75.0,18.0,2020,1048
Middle Africa,17.0,1.0,Caribbean,-75.0,18.0,2020,196
Northern Africa,18.0,28.0,Caribbean,-75.0,18.0,2020,351
Southern Africa,24.0,-29.0,Caribbean,-75.0,18.0,2020,233
Western Africa,-2.0,16.0,Caribbean,-75.0,18.0,2020,1148
Central Asia,63.0,48.0,Caribbean,-75.0,18.0,2020,10
Eastern Asia,116.0,39.0,Caribbean,-75.0,18.0,2020,10723
South-Eastern Asia,108.0,4.0,Caribbean,-75.0,18.0,2020,5507
Southern Asia,78.0,23.0,Caribbean,-75.0,18.0,2020,6914
Western Asia,40.0,33.0,Caribbean,-75.0,18.0,2020,2279
Eastern Europe,30.0,50.0,Caribbean,-75.0,18.0,2020,1629
Northern Europe,15.0,60.0,Caribbean,-75.0,18.0,2020,21639
Southern Europe,15.0,41.0,Caribbean,-75.0,18.0,2020,20794
Western Europe,2.0,48.0,Caribbean,-75.0,18.0,2020,134296
Caribbean,-75.0,18.0,Caribbean,-75.0,18.0,2020,859403
Central America,-86.0,15.0,Caribbean,-75.0,18.0,2020,14137
South America,-60.0,-10.0,Caribbean,-75.0,18.0,2020,177107
NORTHERN AMERICA,-100.0,45.0,Caribbean,-75.0,18.0,2020,242478
OCEANIA,140.0,-25.0,Caribbean,-75.0,18.0,2020,526
Eastern Africa,39.0,-6.5,Central America,-86.0,15.0,2020,229
Middle Africa,17.0,1.0,Central America,-86.0,15.0,2020,270
Northern Africa,18.0,28.0,Central America,-86.0,15.0,2020,1020
Southern Africa,24.0,-29.0,Central America,-86.0,15.0,2020,343
Western Africa,-2.0,16.0,Central America,-86.0,15.0,2020,540
Central Asia,63.0,48.0,Central America,-86.0,15.0,2020,7
Eastern Asia,116.0,39.0,Central America,-86.0,15.0,2020,53196
South-Eastern Asia,108.0,4.0,Central America,-86.0,15.0,2020,3973
Southern Asia,78.0,23.0,Central America,-86.0,15.0,2020,9366
Western Asia,40.0,33.0,Central America,-86.0,15.0,2020,7732
Eastern Europe,30.0,50.0,Central America,-86.0,15.0,2020,9068
Northern Europe,15.0,60.0,Central America,-86.0,15.0,2020,11178
Southern Europe,15.0,41.0,Central America,-86.0,15.0,2020,48582
Western Europe,2.0,48.0,Central America,-86.0,15.0,2020,35210
Caribbean,-75.0,18.0,Central America,-86.0,15.0,2020,51844
Central America,-86.0,15.0,Central America,-86.0,15.0,2020,743476
South America,-60.0,-10.0,Central America,-86.0,15.0,2020,398956
NORTHERN AMERICA,-100.0,45.0,Central America,-86.0,15.0,2020,878451
OCEANIA,140.0,-25.0,Central America,-86.0,15.0,2020,1214
Eastern Africa,39.0,-6.5,South America,-60.0,-10.0,2020,2952
Middle Africa,17.0,1.0,South America,-60.0,-10.0,2020,13468
Northern Africa,18.0,28.0,South America,-60.0,-10.0,2020,7844
Southern Africa,24.0,-29.0,South America,-60.0,-10.0,2020,2632
Western Africa,-2.0,16.0,South America,-60.0,-10.0,2020,16517
Central Asia,63.0,48.0,South America,-60.0,-10.0,2020,133
Eastern Asia,116.0,39.0,South America,-60.0,-10.0,2020,221827
South-Eastern Asia,108.0,4.0,South America,-60.0,-10.0,2020,5635
Southern Asia,78.0,23.0,South America,-60.0,-10.0,2020,13816
Western Asia,40.0,33.0,South America,-60.0,-10.0,2020,61251
Eastern Europe,30.0,50.0,South America,-60.0,-10.0,2020,45730
Northern Europe,15.0,60.0,South America,-60.0,-10.0,2020,31806
Southern Europe,15.0,41.0,South America,-60.0,-10.0,2020,825718
Western Europe,2.0,48.0,South America,-60.0,-10.0,2020,170236
Caribbean,-75.0,18.0,South America,-60.0,-10.0,2020,424484
Central America,-86.0,15.0,South America,-60.0,-10.0,2020,70263
South America,-60.0,-10.0,South America,-60.0,-10.0,2020,8557503
NORTHERN AMERICA,-100.0,45.0,South America,-60.0,-10.0,2020,172124
OCEANIA,140.0,-25.0,South America,-60.0,-10.0,2020,3890
Eastern Africa,39.0,-6.5,NORTHERN AMERICA,-100.0,45.0,2020,1041477
Middle Africa,17.0,1.0,NORTHERN AMERICA,-100.0,45.0,2020,185367
Northern Africa,18.0,28.0,NORTHERN AMERICA,-100.0,45.0,2020,801831
Southern Africa,24.0,-29.0,NORTHERN AMERICA,-100.0,45.0,2020,168266
Western Africa,-2.0,16.0,NORTHERN AMERICA,-100.0,45.0,2020,1071816
Central Asia,63.0,48.0,NORTHERN AMERICA,-100.0,45.0,2020,144491
Eastern Asia,116.0,39.0,NORTHERN AMERICA,-100.0,45.0,2020,4886669
South-Eastern Asia,108.0,4.0,NORTHERN AMERICA,-100.0,45.0,2020,5360899
Southern Asia,78.0,23.0,NORTHERN AMERICA,-100.0,45.0,2020,5537624
Western Asia,40.0,33.0,NORTHERN AMERICA,-100.0,45.0,2020,1619552
Eastern Europe,30.0,50.0,NORTHERN AMERICA,-100.0,45.0,2020,2227714
Northern Europe,15.0,60.0,NORTHERN AMERICA,-100.0,45.0,2020,1610643
Southern Europe,15.0,41.0,NORTHERN AMERICA,-100.0,45.0,2020,1707336
Western Europe,2.0,48.0,NORTHERN AMERICA,-100.0,45.0,2020,1324179
Caribbean,-75.0,18.0,NORTHERN AMERICA,-100.0,45.0,2020,6798694
Central America,-86.0,15.0,NORTHERN AMERICA,-100.0,45.0,2020,14943682
South America,-60.0,-10.0,NORTHERN AMERICA,-100.0,45.0,2020,3793257
NORTHERN AMERICA,-100.0,45.0,NORTHERN AMERICA,-100.0,45.0,2020,1088520
OCEANIA,140.0,-25.0,NORTHERN AMERICA,-100.0,45.0,2020,343625
Eastern Africa,39.0,-6.5,OCEANIA,140.0,-25.0,2020,187674
Middle Africa,17.0,1.0,OCEANIA,140.0,-25.0,2020,8737
Northern Africa,18.0,28.0,OCEANIA,140.0,-25.0,2020,82674
Southern Africa,24.0,-29.0,OCEANIA,140.0,-25.0,2020,277311
Western Africa,-2.0,16.0,OCEANIA,140.0,-25.0,2020,31277
Central Asia,63.0,48.0,OCEANIA,140.0,-25.0,2020,5389
Eastern Asia,116.0,39.0,OCEANIA,140.0,-25.0,2020,1166404
South-Eastern Asia,108.0,4.0,OCEANIA,140.0,-25.0,2020,1277705
Southern Asia,78.0,23.0,OCEANIA,140.0,-25.0,2020,1241731
Western Asia,40.0,33.0,OCEANIA,140.0,-25.0,2020,359282
Eastern Europe,30.0,50.0,OCEANIA,140.0,-25.0,2020,194893
Northern Europe,15.0,60.0,OCEANIA,140.0,-25.0,2020,1736498
Southern Europe,15.0,41.0,OCEANIA,140.0,-25.0,2020,625526
Western Europe,2.0,48.0,OCEANIA,140.0,-25.0,2020,426478
Caribbean,-75.0,18.0,OCEANIA,140.0,-25.0,2020,11687
Central America,-86.0,15.0,OCEANIA,140.0,-25.0,2020,22048
South America,-60.0,-10.0,OCEANIA,140.0,-25.0,2020,180834
NORTHERN AMERICA,-100.0,45.0,OCEANIA,140.0,-25.0,2020,254319
OCEANIA,140.0,-25.0,OCEANIA,140.0,-25.0,2020,1107706
